order_id,part_id,part_qty,order_date,due_date,order_last_updated,status
O0844,P072,1,2023-10-14 00:00:00,2023-10-28 00:00:00,2023-10-18 00:00:00,completed
O0845,P087,5,2023-10-14 00:00:00,2023-10-21 00:00:00,2023-10-18 00:00:00,completed
O0846,P124,3,2023-10-14 00:00:00,2023-10-28 00:00:00,2023-10-18 00:00:00,completed
O0847,P136,3,2023-10-14 00:00:00,2023-10-28 00:00:00,2023-10-18 00:00:00,completed
O0848,P065,3,2023-10-14 00:00:00,2023-10-21 00:00:00,2023-10-18 00:00:00,processing
O0849,P061,4,2023-10-15 00:00:00,2023-10-22 00:00:00,2023-10-19 00:00:00,processing
O0850,P140,2,2023-10-15 00:00:00,2023-10-29 00:00:00,2023-10-19 00:00:00,processing
O0851,P062,4,2023-10-16 00:00:00,2023-10-23 00:00:00,2023-10-20 00:00:00,processing
O0852,P088,5,2023-10-16 00:00:00,2023-10-23 00:00:00,2023-10-20 00:00:00,processing
O0853,P123,4,2023-10-16 00:00:00,2023-10-30 00:00:00,2023-10-20 00:00:00,processing
O0854,P063,1,2023-10-16 00:00:00,2023-10-23 00:00:00,2023-10-20 00:00:00,completed
O0855,P060,1,2023-10-17 00:00:00,2023-10-23 00:00:00,2023-10-21 00:00:00,completed
O0856,P073,1,2023-10-17 00:00:00,2023-10-30 00:00:00,2023-10-21 00:00:00,processing
O0857,P142,1,2023-10-17 00:00:00,2023-10-30 00:00:00,2023-10-21 00:00:00,completed
O0858,P071,1,2023-10-18 00:00:00,2023-10-30 00:00:00,2023-10-22 00:00:00,completed
O0859,P122,1,2023-10-18 00:00:00,2023-10-30 00:00:00,2023-10-22 00:00:00,completed
O0860,P123,4,2023-10-19 00:00:00,2023-11-02 00:00:00,2023-10-23 00:00:00,completed
O0861,P026,2,2023-10-19 00:00:00,2023-11-02 00:00:00,2023-10-23 00:00:00,processing
O0862,P062,3,2023-10-20 00:00:00,2023-10-27 00:00:00,2023-10-24 00:00:00,completed
O0863,P073,2,2023-10-20 00:00:00,2023-11-03 00:00:00,2023-10-24 00:00:00,completed
O0864,P061,7,2023-10-20 00:00:00,2023-10-27 00:00:00,2023-10-24 00:00:00,completed
O0865,P124,2,2023-10-20 00:00:00,2023-11-03 00:00:00,2023-10-24 00:00:00,completed
O0866,P139,3,2023-10-20 00:00:00,2023-11-03 00:00:00,2023-10-24 00:00:00,completed
O0867,P138,3,2023-10-21 00:00:00,2023-11-04 00:00:00,2023-10-25 00:00:00,completed
O0868,P087,6,2023-10-21 00:00:00,2023-10-28 00:00:00,2023-10-25 00:00:00,completed
O0869,P141,1,2023-10-21 00:00:00,2023-11-04 00:00:00,2023-10-25 00:00:00,processing
O0870,P088,6,2023-10-22 00:00:00,2023-10-29 00:00:00,2023-10-26 00:00:00,completed
O0871,P136,6,2023-10-22 00:00:00,2023-11-05 00:00:00,2023-10-26 00:00:00,processing
O0872,P065,3,2023-10-22 00:00:00,2023-10-29 00:00:00,2023-10-26 00:00:00,completed
O0873,P137,4,2023-10-22 00:00:00,2023-11-05 00:00:00,2023-10-26 00:00:00,completed
O0874,P122,1,2023-10-23 00:00:00,2023-11-06 00:00:00,2023-10-27 00:00:00,processing
O0875,P140,1,2023-10-23 00:00:00,2023-11-06 00:00:00,2023-10-27 00:00:00,processing
O0876,P142,1,2023-10-23 00:00:00,2023-11-06 00:00:00,2023-10-27 00:00:00,processing
O0877,P063,1,2023-10-24 00:00:00,2023-10-30 00:00:00,2023-10-28 00:00:00,processing
O0878,P064,1,2023-10-24 00:00:00,2023-10-30 00:00:00,2023-10-28 00:00:00,completed
O0879,P071,1,2023-10-24 00:00:00,2023-11-06 00:00:00,2023-10-28 00:00:00,processing
O0880,P060,1,2023-10-25 00:00:00,2023-10-30 00:00:00,2023-10-29 00:00:00,processing
O0881,P072,1,2023-10-25 00:00:00,2023-11-06 00:00:00,2023-10-29 00:00:00,processing
O0882,P062,3,2023-10-26 00:00:00,2023-11-02 00:00:00,2023-10-30 00:00:00,processing
O0883,P065,3,2023-10-26 00:00:00,2023-11-02 00:00:00,2023-10-30 00:00:00,completed
O0884,P122,1,2023-10-26 00:00:00,2023-11-09 00:00:00,2023-10-30 00:00:00,processing
O0885,P136,3,2023-10-26 00:00:00,2023-11-09 00:00:00,2023-10-30 00:00:00,processing
O0886,P138,2,2023-10-26 00:00:00,2023-11-09 00:00:00,2023-10-30 00:00:00,processing
O0887,P060,1,2023-10-27 00:00:00,2023-11-03 00:00:00,2023-10-31 00:00:00,processing
O0888,P087,4,2023-10-27 00:00:00,2023-11-03 00:00:00,2023-10-31 00:00:00,completed
O0889,P088,7,2023-10-27 00:00:00,2023-11-03 00:00:00,2023-10-31 00:00:00,processing
O0890,P137,3,2023-10-27 00:00:00,2023-11-10 00:00:00,2023-10-31 00:00:00,completed
O0891,P061,4,2023-10-28 00:00:00,2023-11-04 00:00:00,2023-11-01 00:00:00,completed
O0892,P124,2,2023-10-28 00:00:00,2023-11-11 00:00:00,2023-11-01 00:00:00,completed
O0893,P064,2,2023-10-28 00:00:00,2023-11-04 00:00:00,2023-11-01 00:00:00,completed
O0894,P139,3,2023-10-28 00:00:00,2023-11-11 00:00:00,2023-11-01 00:00:00,processing
O0895,P063,1,2023-10-29 00:00:00,2023-11-05 00:00:00,2023-11-02 00:00:00,completed
O0896,P073,1,2023-10-29 00:00:00,2023-11-12 00:00:00,2023-11-02 00:00:00,processing
O0897,P123,2,2023-10-29 00:00:00,2023-11-12 00:00:00,2023-11-02 00:00:00,completed
O0898,P140,2,2023-10-29 00:00:00,2023-11-12 00:00:00,2023-11-02 00:00:00,completed
O0899,P141,1,2023-10-30 00:00:00,2023-11-13 00:00:00,2023-11-03 00:00:00,completed
O0900,P142,1,2023-10-30 00:00:00,2023-11-13 00:00:00,2023-11-03 00:00:00,completed
O0901,P072,1,2023-10-31 00:00:00,2023-11-13 00:00:00,2023-11-04 00:00:00,completed
O0902,P026,1,2023-11-01 00:00:00,2023-11-13 00:00:00,2023-11-05 00:00:00,processing
O0903,P122,2,2023-11-02 00:00:00,2023-11-16 00:00:00,2023-11-06 00:00:00,completed
O0904,P064,1,2023-11-03 00:00:00,2023-11-10 00:00:00,2023-11-07 00:00:00,processing
O0905,P140,2,2023-11-03 00:00:00,2023-11-17 00:00:00,2023-11-07 00:00:00,processing
O0906,P073,2,2023-11-03 00:00:00,2023-11-17 00:00:00,2023-11-07 00:00:00,completed
O0907,P138,2,2023-11-03 00:00:00,2023-11-17 00:00:00,2023-11-07 00:00:00,completed
O0908,P141,2,2023-11-03 00:00:00,2023-11-17 00:00:00,2023-11-07 00:00:00,completed
O0909,P088,6,2023-11-04 00:00:00,2023-11-11 00:00:00,2023-11-08 00:00:00,processing
O0910,P137,4,2023-11-04 00:00:00,2023-11-18 00:00:00,2023-11-08 00:00:00,completed
O0911,P061,5,2023-11-04 00:00:00,2023-11-11 00:00:00,2023-11-08 00:00:00,completed
O0912,P123,3,2023-11-04 00:00:00,2023-11-18 00:00:00,2023-11-08 00:00:00,processing
O0913,P139,2,2023-11-04 00:00:00,2023-11-18 00:00:00,2023-11-08 00:00:00,processing
O0914,P136,4,2023-11-05 00:00:00,2023-11-19 00:00:00,2023-11-09 00:00:00,processing
O0915,P065,2,2023-11-05 00:00:00,2023-11-12 00:00:00,2023-11-09 00:00:00,processing
O0916,P026,1,2023-11-06 00:00:00,2023-11-20 00:00:00,2023-11-10 00:00:00,completed
O0917,P062,6,2023-11-06 00:00:00,2023-11-13 00:00:00,2023-11-10 00:00:00,processing
O0918,P087,4,2023-11-06 00:00:00,2023-11-13 00:00:00,2023-11-10 00:00:00,processing
O0919,P060,1,2023-11-06 00:00:00,2023-11-13 00:00:00,2023-11-10 00:00:00,completed
O0920,P124,1,2023-11-06 00:00:00,2023-11-20 00:00:00,2023-11-10 00:00:00,completed
O0921,P071,1,2023-11-07 00:00:00,2023-11-20 00:00:00,2023-11-11 00:00:00,processing
O0922,P142,1,2023-11-08 00:00:00,2023-11-20 00:00:00,2023-11-12 00:00:00,completed
O0923,P137,3,2023-11-09 00:00:00,2023-11-23 00:00:00,2023-11-13 00:00:00,processing
O0924,P141,1,2023-11-09 00:00:00,2023-11-23 00:00:00,2023-11-13 00:00:00,completed
O0925,P063,1,2023-11-10 00:00:00,2023-11-17 00:00:00,2023-11-14 00:00:00,processing
O0926,P087,5,2023-11-10 00:00:00,2023-11-17 00:00:00,2023-11-14 00:00:00,processing
O0927,P071,1,2023-11-10 00:00:00,2023-11-24 00:00:00,2023-11-14 00:00:00,completed
O0928,P088,4,2023-11-10 00:00:00,2023-11-17 00:00:00,2023-11-14 00:00:00,completed
O0929,P139,2,2023-11-10 00:00:00,2023-11-24 00:00:00,2023-11-14 00:00:00,completed
O0930,P065,2,2023-11-11 00:00:00,2023-11-18 00:00:00,2023-11-15 00:00:00,completed
O0931,P072,1,2023-11-11 00:00:00,2023-11-25 00:00:00,2023-11-15 00:00:00,processing
O0932,P123,2,2023-11-11 00:00:00,2023-11-25 00:00:00,2023-11-15 00:00:00,completed
O0933,P064,1,2023-11-12 00:00:00,2023-11-19 00:00:00,2023-11-16 00:00:00,completed
O0934,P136,3,2023-11-12 00:00:00,2023-11-26 00:00:00,2023-11-16 00:00:00,processing
O0935,P138,3,2023-11-12 00:00:00,2023-11-26 00:00:00,2023-11-16 00:00:00,completed
O0936,P140,2,2023-11-12 00:00:00,2023-11-26 00:00:00,2023-11-16 00:00:00,processing
O0937,P122,1,2023-11-12 00:00:00,2023-11-26 00:00:00,2023-11-16 00:00:00,completed
O0938,P061,5,2023-11-13 00:00:00,2023-11-20 00:00:00,2023-11-17 00:00:00,processing
O0939,P062,3,2023-11-13 00:00:00,2023-11-20 00:00:00,2023-11-17 00:00:00,processing
O0940,P124,2,2023-11-13 00:00:00,2023-11-27 00:00:00,2023-11-17 00:00:00,processing
O0941,P142,1,2023-11-13 00:00:00,2023-11-27 00:00:00,2023-11-17 00:00:00,processing
O0942,P073,1,2023-11-13 00:00:00,2023-11-27 00:00:00,2023-11-17 00:00:00,processing
O0943,P060,1,2023-11-14 00:00:00,2023-11-20 00:00:00,2023-11-18 00:00:00,processing
O0944,P026,1,2023-11-15 00:00:00,2023-11-27 00:00:00,2023-11-19 00:00:00,completed
O0945,P087,3,2023-11-16 00:00:00,2023-11-23 00:00:00,2023-11-20 00:00:00,completed
O0946,P088,5,2023-11-16 00:00:00,2023-11-23 00:00:00,2023-11-20 00:00:00,completed
O0947,P073,1,2023-11-17 00:00:00,2023-12-01 00:00:00,2023-11-21 00:00:00,completed
O0948,P141,2,2023-11-17 00:00:00,2023-12-01 00:00:00,2023-11-21 00:00:00,processing
O0949,P123,3,2023-11-17 00:00:00,2023-12-01 00:00:00,2023-11-21 00:00:00,completed
O0950,P139,1,2023-11-17 00:00:00,2023-12-01 00:00:00,2023-11-21 00:00:00,completed
O0951,P140,2,2023-11-17 00:00:00,2023-12-01 00:00:00,2023-11-21 00:00:00,processing
O0952,P124,2,2023-11-18 00:00:00,2023-12-02 00:00:00,2023-11-22 00:00:00,completed
O0953,P061,4,2023-11-18 00:00:00,2023-11-25 00:00:00,2023-11-22 00:00:00,processing
O0954,P136,5,2023-11-18 00:00:00,2023-12-02 00:00:00,2023-11-22 00:00:00,processing
O0955,P071,1,2023-11-19 00:00:00,2023-12-03 00:00:00,2023-11-23 00:00:00,processing
O0956,P137,4,2023-11-19 00:00:00,2023-12-03 00:00:00,2023-11-23 00:00:00,processing
O0957,P142,2,2023-11-19 00:00:00,2023-12-03 00:00:00,2023-11-23 00:00:00,completed
O0958,P062,2,2023-11-19 00:00:00,2023-11-26 00:00:00,2023-11-23 00:00:00,completed
O0959,P065,3,2023-11-19 00:00:00,2023-11-26 00:00:00,2023-11-23 00:00:00,completed
O0960,P072,1,2023-11-20 00:00:00,2023-12-04 00:00:00,2023-11-24 00:00:00,processing
O0961,P138,2,2023-11-20 00:00:00,2023-12-04 00:00:00,2023-11-24 00:00:00,completed
O0962,P060,1,2023-11-20 00:00:00,2023-11-27 00:00:00,2023-11-24 00:00:00,completed
O0963,P026,1,2023-11-21 00:00:00,2023-12-04 00:00:00,2023-11-25 00:00:00,completed
O0964,P063,1,2023-11-21 00:00:00,2023-11-27 00:00:00,2023-11-25 00:00:00,processing
O0965,P064,1,2023-11-22 00:00:00,2023-11-27 00:00:00,2023-11-26 00:00:00,processing
O0966,P122,1,2023-11-22 00:00:00,2023-12-04 00:00:00,2023-11-26 00:00:00,completed
O0967,P123,3,2023-11-23 00:00:00,2023-12-07 00:00:00,2023-11-27 00:00:00,completed
O0968,P065,2,2023-11-24 00:00:00,2023-12-01 00:00:00,2023-11-28 00:00:00,completed
O0969,P136,4,2023-11-24 00:00:00,2023-12-08 00:00:00,2023-11-28 00:00:00,processing
O0970,P140,2,2023-11-24 00:00:00,2023-12-08 00:00:00,2023-11-28 00:00:00,processing
O0971,P073,2,2023-11-24 00:00:00,2023-12-08 00:00:00,2023-11-28 00:00:00,completed
O0972,P124,2,2023-11-24 00:00:00,2023-12-08 00:00:00,2023-11-28 00:00:00,processing
O0973,P062,5,2023-11-25 00:00:00,2023-12-02 00:00:00,2023-11-29 00:00:00,completed
O0974,P087,4,2023-11-25 00:00:00,2023-12-02 00:00:00,2023-11-29 00:00:00,processing
O0975,P072,1,2023-11-25 00:00:00,2023-12-09 00:00:00,2023-11-29 00:00:00,completed
O0976,P061,2,2023-11-26 00:00:00,2023-12-03 00:00:00,2023-11-30 00:00:00,processing
O0977,P088,5,2023-11-26 00:00:00,2023-12-03 00:00:00,2023-11-30 00:00:00,completed
O0978,P137,2,2023-11-26 00:00:00,2023-12-10 00:00:00,2023-11-30 00:00:00,processing
O0979,P139,2,2023-11-26 00:00:00,2023-12-10 00:00:00,2023-11-30 00:00:00,completed
O0980,P060,1,2023-11-27 00:00:00,2023-12-04 00:00:00,2023-12-01 00:00:00,completed
O0981,P122,1,2023-11-27 00:00:00,2023-12-11 00:00:00,2023-12-01 00:00:00,processing
O0982,P071,1,2023-11-27 00:00:00,2023-12-11 00:00:00,2023-12-01 00:00:00,completed
O0983,P064,1,2023-11-28 00:00:00,2023-12-04 00:00:00,2023-12-02 00:00:00,processing
O0984,P141,1,2023-11-28 00:00:00,2023-12-11 00:00:00,2023-12-02 00:00:00,completed
O0985,P142,1,2023-11-28 00:00:00,2023-12-11 00:00:00,2023-12-02 00:00:00,processing
O0986,P138,1,2023-11-29 00:00:00,2023-12-11 00:00:00,2023-12-03 00:00:00,processing
O0987,P123,2,2023-11-30 00:00:00,2023-12-14 00:00:00,2023-12-04 00:00:00,completed
O0988,P061,3,2023-12-01 00:00:00,2023-12-08 00:00:00,2023-12-05 00:00:00,completed
O0989,P072,1,2023-12-01 00:00:00,2023-12-15 00:00:00,2023-12-05 00:00:00,processing
O0990,P138,2,2023-12-01 00:00:00,2023-12-15 00:00:00,2023-12-05 00:00:00,processing
O0991,P139,3,2023-12-01 00:00:00,2023-12-15 00:00:00,2023-12-05 00:00:00,completed
O0992,P142,1,2023-12-01 00:00:00,2023-12-15 00:00:00,2023-12-05 00:00:00,processing
O0993,P065,2,2023-12-01 00:00:00,2023-12-08 00:00:00,2023-12-05 00:00:00,processing
O0994,P087,4,2023-12-01 00:00:00,2023-12-08 00:00:00,2023-12-05 00:00:00,processing
O0995,P026,2,2023-12-02 00:00:00,2023-12-16 00:00:00,2023-12-06 00:00:00,completed
O0996,P062,3,2023-12-02 00:00:00,2023-12-09 00:00:00,2023-12-06 00:00:00,processing
O0997,P140,1,2023-12-02 00:00:00,2023-12-16 00:00:00,2023-12-06 00:00:00,completed
O0998,P073,1,2023-12-03 00:00:00,2023-12-17 00:00:00,2023-12-07 00:00:00,completed
O0999,P122,1,2023-12-03 00:00:00,2023-12-17 00:00:00,2023-12-07 00:00:00,processing
O1000,P136,2,2023-12-03 00:00:00,2023-12-17 00:00:00,2023-12-07 00:00:00,processing
O1001,P137,3,2023-12-03 00:00:00,2023-12-17 00:00:00,2023-12-07 00:00:00,processing
O1002,P064,1,2023-12-03 00:00:00,2023-12-10 00:00:00,2023-12-07 00:00:00,processing
O1003,P141,1,2023-12-03 00:00:00,2023-12-17 00:00:00,2023-12-07 00:00:00,completed
O1004,P088,3,2023-12-04 00:00:00,2023-12-11 00:00:00,2023-12-08 00:00:00,completed
O1005,P060,1,2023-12-04 00:00:00,2023-12-11 00:00:00,2023-12-08 00:00:00,completed
O1006,P063,1,2023-12-05 00:00:00,2023-12-11 00:00:00,2023-12-09 00:00:00,processing
O1007,P124,1,2023-12-06 00:00:00,2023-12-18 00:00:00,2023-12-10 00:00:00,processing
O1008,P062,3,2023-12-07 00:00:00,2023-12-14 00:00:00,2023-12-11 00:00:00,processing
O1009,P071,1,2023-12-07 00:00:00,2023-12-21 00:00:00,2023-12-11 00:00:00,processing
O1010,P124,2,2023-12-07 00:00:00,2023-12-21 00:00:00,2023-12-11 00:00:00,completed
O1011,P061,3,2023-12-08 00:00:00,2023-12-15 00:00:00,2023-12-12 00:00:00,completed
O1012,P073,1,2023-12-08 00:00:00,2023-12-22 00:00:00,2023-12-12 00:00:00,completed
O1013,P088,4,2023-12-08 00:00:00,2023-12-15 00:00:00,2023-12-12 00:00:00,completed
O1014,P123,3,2023-12-08 00:00:00,2023-12-22 00:00:00,2023-12-12 00:00:00,processing
O1015,P026,1,2023-12-09 00:00:00,2023-12-23 00:00:00,2023-12-13 00:00:00,processing
O1016,P122,1,2023-12-09 00:00:00,2023-12-23 00:00:00,2023-12-13 00:00:00,processing
O1017,P138,2,2023-12-09 00:00:00,2023-12-23 00:00:00,2023-12-13 00:00:00,processing
O1018,P065,2,2023-12-09 00:00:00,2023-12-16 00:00:00,2023-12-13 00:00:00,processing
O1019,P087,3,2023-12-09 00:00:00,2023-12-16 00:00:00,2023-12-13 00:00:00,processing
O1020,P136,5,2023-12-09 00:00:00,2023-12-23 00:00:00,2023-12-13 00:00:00,processing
O1021,P140,1,2023-12-10 00:00:00,2023-12-24 00:00:00,2023-12-14 00:00:00,processing
O1022,P137,2,2023-12-10 00:00:00,2023-12-24 00:00:00,2023-12-14 00:00:00,processing
O1023,P064,1,2023-12-11 00:00:00,2023-12-18 00:00:00,2023-12-15 00:00:00,processing
O1024,P139,2,2023-12-11 00:00:00,2023-12-25 00:00:00,2023-12-15 00:00:00,completed
O1025,P060,1,2023-12-11 00:00:00,2023-12-18 00:00:00,2023-12-15 00:00:00,completed
O1026,P141,1,2023-12-12 00:00:00,2023-12-25 00:00:00,2023-12-16 00:00:00,completed
O1027,P063,1,2023-12-13 00:00:00,2023-12-18 00:00:00,2023-12-17 00:00:00,completed
O1028,P065,2,2023-12-14 00:00:00,2023-12-21 00:00:00,2023-12-18 00:00:00,processing
O1029,P072,1,2023-12-14 00:00:00,2023-12-28 00:00:00,2023-12-18 00:00:00,processing
O1030,P141,2,2023-12-15 00:00:00,2023-12-29 00:00:00,2023-12-19 00:00:00,processing
O1031,P062,2,2023-12-15 00:00:00,2023-12-22 00:00:00,2023-12-19 00:00:00,completed
O1032,P061,2,2023-12-16 00:00:00,2023-12-23 00:00:00,2023-12-20 00:00:00,completed
O1033,P088,4,2023-12-16 00:00:00,2023-12-23 00:00:00,2023-12-20 00:00:00,processing
O1034,P138,1,2023-12-16 00:00:00,2023-12-30 00:00:00,2023-12-20 00:00:00,completed
O1035,P073,1,2023-12-17 00:00:00,2023-12-31 00:00:00,2023-12-21 00:00:00,completed
O1036,P087,3,2023-12-17 00:00:00,2023-12-24 00:00:00,2023-12-21 00:00:00,completed
O1037,P124,2,2023-12-17 00:00:00,2023-12-31 00:00:00,2023-12-21 00:00:00,completed
O1038,P136,2,2023-12-17 00:00:00,2023-12-31 00:00:00,2023-12-21 00:00:00,processing
O1039,P137,3,2023-12-17 00:00:00,2023-12-31 00:00:00,2023-12-21 00:00:00,processing
O1040,P140,2,2023-12-17 00:00:00,2023-12-31 00:00:00,2023-12-21 00:00:00,completed
O1041,P142,1,2023-12-17 00:00:00,2023-12-31 00:00:00,2023-12-21 00:00:00,processing
O1042,P060,1,2023-12-18 00:00:00,2023-12-25 00:00:00,2023-12-22 00:00:00,completed
O1043,P139,2,2023-12-18 00:00:00,2024-01-01 00:00:00,2023-12-22 00:00:00,completed
O1044,P064,1,2023-12-18 00:00:00,2023-12-25 00:00:00,2023-12-22 00:00:00,completed
O1045,P122,1,2023-12-19 00:00:00,2024-01-01 00:00:00,2023-12-23 00:00:00,completed
O1046,P123,1,2023-12-19 00:00:00,2024-01-01 00:00:00,2023-12-23 00:00:00,completed
O1047,P026,1,2023-12-20 00:00:00,2024-01-01 00:00:00,2023-12-24 00:00:00,processing
O1048,P071,1,2023-12-20 00:00:00,2024-01-01 00:00:00,2023-12-24 00:00:00,completed
O1049,P061,2,2023-12-21 00:00:00,2023-12-28 00:00:00,2023-12-25 00:00:00,processing
O1050,P088,4,2023-12-21 00:00:00,2023-12-28 00:00:00,2023-12-25 00:00:00,processing
O1051,P062,2,2023-12-22 00:00:00,2023-12-29 00:00:00,2023-12-26 00:00:00,completed
O1052,P138,2,2023-12-22 00:00:00,2024-01-05 00:00:00,2023-12-26 00:00:00,processing
O1053,P064,1,2023-12-23 00:00:00,2023-12-30 00:00:00,2023-12-27 00:00:00,completed
O1054,P137,3,2023-12-23 00:00:00,2024-01-06 00:00:00,2023-12-27 00:00:00,completed
O1055,P123,1,2023-12-23 00:00:00,2024-01-06 00:00:00,2023-12-27 00:00:00,processing
O1056,P026,1,2023-12-24 00:00:00,2024-01-07 00:00:00,2023-12-28 00:00:00,completed
O1057,P072,1,2023-12-24 00:00:00,2024-01-07 00:00:00,2023-12-28 00:00:00,completed
O1058,P122,1,2023-12-24 00:00:00,2024-01-07 00:00:00,2023-12-28 00:00:00,completed
O1059,P139,2,2023-12-24 00:00:00,2024-01-07 00:00:00,2023-12-28 00:00:00,completed
O1060,P087,3,2023-12-24 00:00:00,2023-12-31 00:00:00,2023-12-28 00:00:00,processing
O1061,P136,3,2023-12-24 00:00:00,2024-01-07 00:00:00,2023-12-28 00:00:00,processing
O1062,P063,1,2023-12-25 00:00:00,2024-01-01 00:00:00,2023-12-29 00:00:00,completed
O1063,P142,1,2023-12-25 00:00:00,2024-01-08 00:00:00,2023-12-29 00:00:00,processing
O1064,P071,1,2023-12-25 00:00:00,2024-01-08 00:00:00,2023-12-29 00:00:00,completed
O1065,P065,1,2023-12-26 00:00:00,2024-01-01 00:00:00,2023-12-30 00:00:00,completed
O1066,P124,1,2023-12-26 00:00:00,2024-01-08 00:00:00,2023-12-30 00:00:00,processing
O1067,P140,1,2023-12-26 00:00:00,2024-01-08 00:00:00,2023-12-30 00:00:00,completed
O1068,P141,1,2023-12-26 00:00:00,2024-01-08 00:00:00,2023-12-30 00:00:00,completed
O1069,P073,1,2023-12-27 00:00:00,2024-01-08 00:00:00,2023-12-31 00:00:00,processing
O1070,P064,1,2023-12-28 00:00:00,2024-01-04 00:00:00,2024-01-01 00:00:00,completed
O1071,P139,2,2023-12-28 00:00:00,2024-01-11 00:00:00,2024-01-01 00:00:00,completed
O1072,P088,3,2023-12-29 00:00:00,2024-01-05 00:00:00,2024-01-02 00:00:00,completed
O1073,P137,2,2023-12-29 00:00:00,2024-01-12 00:00:00,2024-01-02 00:00:00,processing
O1074,P087,3,2023-12-30 00:00:00,2024-01-06 00:00:00,2024-01-03 00:00:00,processing
O1075,P122,1,2023-12-30 00:00:00,2024-01-13 00:00:00,2024-01-03 00:00:00,processing
O1076,P123,2,2023-12-30 00:00:00,2024-01-13 00:00:00,2024-01-03 00:00:00,completed
O1077,P124,2,2023-12-30 00:00:00,2024-01-13 00:00:00,2024-01-03 00:00:00,completed
O1078,P140,1,2023-12-30 00:00:00,2024-01-13 00:00:00,2024-01-03 00:00:00,processing
O1079,P073,1,2023-12-31 00:00:00,2024-01-14 00:00:00,2024-01-04 00:00:00,processing
O1080,P141,1,2023-12-31 00:00:00,2024-01-14 00:00:00,2024-01-04 00:00:00,processing
O1081,P142,1,2023-12-31 00:00:00,2024-01-14 00:00:00,2024-01-04 00:00:00,completed
O1082,P136,2,2024-01-01 00:00:00,2024-01-15 00:00:00,2024-01-05 00:00:00,completed
O1083,P138,1,2024-01-01 00:00:00,2024-01-15 00:00:00,2024-01-05 00:00:00,completed
O1084,P061,3,2024-01-01 00:00:00,2024-01-08 00:00:00,2024-01-05 00:00:00,processing
O1085,P065,2,2024-01-01 00:00:00,2024-01-08 00:00:00,2024-01-05 00:00:00,processing
O1086,P062,2,2024-01-02 00:00:00,2024-01-08 00:00:00,2024-01-06 00:00:00,processing
O1087,P060,1,2024-01-03 00:00:00,2024-01-08 00:00:00,2024-01-07 00:00:00,processing
O1088,P026,2,2024-01-04 00:00:00,2024-01-18 00:00:00,2024-01-08 00:00:00,completed
O1089,P087,3,2024-01-04 00:00:00,2024-01-11 00:00:00,2024-01-08 00:00:00,processing
O1090,P065,2,2024-01-05 00:00:00,2024-01-12 00:00:00,2024-01-09 00:00:00,processing
O1091,P122,1,2024-01-05 00:00:00,2024-01-19 00:00:00,2024-01-09 00:00:00,completed
O1092,P142,1,2024-01-05 00:00:00,2024-01-19 00:00:00,2024-01-09 00:00:00,completed
O1093,P061,3,2024-01-05 00:00:00,2024-01-12 00:00:00,2024-01-09 00:00:00,processing
O1094,P063,1,2024-01-05 00:00:00,2024-01-12 00:00:00,2024-01-09 00:00:00,completed
O1095,P072,1,2024-01-05 00:00:00,2024-01-19 00:00:00,2024-01-09 00:00:00,completed
O1096,P137,3,2024-01-06 00:00:00,2024-01-20 00:00:00,2024-01-10 00:00:00,processing
O1097,P088,4,2024-01-06 00:00:00,2024-01-13 00:00:00,2024-01-10 00:00:00,completed
O1098,P140,1,2024-01-06 00:00:00,2024-01-20 00:00:00,2024-01-10 00:00:00,processing
O1099,P141,1,2024-01-06 00:00:00,2024-01-20 00:00:00,2024-01-10 00:00:00,completed
O1100,P062,2,2024-01-07 00:00:00,2024-01-14 00:00:00,2024-01-11 00:00:00,processing
O1101,P073,2,2024-01-07 00:00:00,2024-01-21 00:00:00,2024-01-11 00:00:00,completed
O1102,P123,2,2024-01-08 00:00:00,2024-01-22 00:00:00,2024-01-12 00:00:00,processing
O1103,P136,3,2024-01-08 00:00:00,2024-01-22 00:00:00,2024-01-12 00:00:00,processing
O1104,P139,3,2024-01-08 00:00:00,2024-01-22 00:00:00,2024-01-12 00:00:00,processing
O1105,P138,1,2024-01-08 00:00:00,2024-01-22 00:00:00,2024-01-12 00:00:00,completed
O1106,P064,1,2024-01-09 00:00:00,2024-01-15 00:00:00,2024-01-13 00:00:00,processing
O1107,P071,1,2024-01-10 00:00:00,2024-01-22 00:00:00,2024-01-14 00:00:00,processing
O1108,P124,1,2024-01-10 00:00:00,2024-01-22 00:00:00,2024-01-14 00:00:00,processing
O1109,P088,5,2024-01-11 00:00:00,2024-01-18 00:00:00,2024-01-15 00:00:00,completed
O1110,P139,2,2024-01-11 00:00:00,2024-01-25 00:00:00,2024-01-15 00:00:00,completed
O1111,P136,4,2024-01-12 00:00:00,2024-01-26 00:00:00,2024-01-16 00:00:00,completed
O1112,P140,2,2024-01-12 00:00:00,2024-01-26 00:00:00,2024-01-16 00:00:00,completed
O1113,P124,1,2024-01-12 00:00:00,2024-01-26 00:00:00,2024-01-16 00:00:00,completed
O1114,P137,3,2024-01-12 00:00:00,2024-01-26 00:00:00,2024-01-16 00:00:00,processing
O1115,P065,2,2024-01-13 00:00:00,2024-01-20 00:00:00,2024-01-17 00:00:00,completed
O1116,P123,2,2024-01-13 00:00:00,2024-01-27 00:00:00,2024-01-17 00:00:00,completed
